,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
3043,33,75000.0,9.0,2.0,6.0,6.0,2.0,50.0,27.0,84.0,30.0,16.0,10.0,3,31-35,"N50,000 - N100,000",Bank A,Male,Bank G,Abuja,OND/HND,Private Sector Employee,No,,
3044,33,75000.0,5.0,2.0,6.0,6.0,2.0,0.0,0.0,28.0,0.0,0.0,10.0,0,31-35,"N50,000 - N100,000",Bank G,Male,Bank G,Abuja,OND/HND,Private Sector Employee,No,,
3045,33,25000.0,10.0,2.0,6.0,0.0,30.0,29.0,7.0,11.0,-7.0,23.0,7.0,1,31-35,"Below N50,000",Bank I,Female,Bank I,Abuja,OND/HND,Retired,Yes,Bank I,Bank N
3046,19,25000.0,4.0,0.5,6.0,0.0,0.0,35.0,10.0,30.0,30.0,30.0,15.0,0,18-20,"Below N50,000",Bank N,Male,Bank N,Abuja,Secondary school leaving certificate,Student,No,,
3047,33,25000.0,15.0,2.0,6.0,2.0,6.0,14.0,20.0,45.0,7.0,0.0,0.0,0,31-35,"Below N50,000",Bank J,Female,Bank J,Abuja,Bachelor's Decree,Self Employed,No,,
3048,33,25000.0,11.0,2.0,6.0,2.0,6.0,36.0,14.0,41.0,-7.0,-15.0,0.0,0,31-35,"Below N50,000",Bank C,Male,Bank C,Abuja,OND/HND,Private Sector Employee,Yes,Bank C,Bank J
3049,25.5,25000.0,4.0,2.0,6.0,2.0,6.0,51.0,17.0,77.0,9.0,16.0,0.0,0,21-30,"Below N50,000",Bank A,Female,Bank A,Abuja,OND/HND,Private Sector Employee,Yes,Bank A,Bank B
3050,19,25000.0,3.0,2.0,2.0,2.0,2.0,58.0,17.0,53.0,-15.0,-14.0,0.0,0,18-20,"Below N50,000",Bank G,Female,Bank G,Abuja,Secondary school leaving certificate,Student,No,,
3051,25.5,25000.0,7.0,2.0,6.0,2.0,2.0,54.0,0.0,73.0,9.0,8.0,0.0,0,21-30,"Below N50,000",Bank H,Female,Bank H,Abuja,OND/HND,Self Employed,No,,
3052,25.5,25000.0,8.0,0.5,6.0,0.5,0.0,24.0,16.0,48.0,16.0,16.0,8.0,0,21-30,"Below N50,000",Bank L,Male,Bank L,Abuja,Secondary school leaving certificate,Private Sector Employee,No,,
3053,25.5,25000.0,6.0,2.0,6.0,2.0,0.0,62.0,18.0,90.0,8.0,8.0,8.0,0,21-30,"Below N50,000",Bank C,Female,Bank C,Abuja,Secondary school leaving certificate,Private Sector Employee,No,,
3054,33,75000.0,10.0,2.0,6.0,2.0,6.0,52.0,27.0,67.0,24.0,0.0,0.0,0,31-35,"N50,000 - N100,000",Bank J,Female,Bank J,Abuja,OND/HND,Private Sector Employee,No,,
3055,33,75000.0,9.0,2.0,6.0,2.0,6.0,55.0,26.0,71.0,22.0,23.0,0.0,3,31-35,"N50,000 - N100,000",Bank L,Female,Bank L,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3056,33,75000.0,5.0,2.0,6.0,2.0,6.0,-1.0,-9.0,38.0,-7.0,-7.0,7.0,0,31-35,"N50,000 - N100,000",Bank F,Female,Bank L,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3057,33,75000.0,10.0,2.0,6.0,2.0,6.0,45.0,21.0,68.0,24.0,22.0,8.0,3,31-35,"N50,000 - N100,000",Bank B,Female,Bank F,Abuja,OND/HND,Private Sector Employee,No,,
3058,33,75000.0,7.0,2.0,6.0,2.0,6.0,-8.0,-7.0,-6.0,0.0,15.0,-8.0,0,31-35,"N50,000 - N100,000",Bank F,Female,Bank F,Abuja,OND/HND,Private Sector Employee,No,,
3060,50.5,175000.0,28.0,2.0,6.0,6.0,6.0,78.0,24.0,64.0,24.0,16.0,8.0,2,41-60,"N101,000 - N250,000",Bank B,Female,Bank N,Abuja,Master's Degree,Private Sector Employee,No,,
3061,50.5,175000.0,16.0,2.0,6.0,6.0,6.0,39.0,16.0,48.0,16.0,16.0,8.0,2,41-60,"N101,000 - N250,000",Bank N,Female,Bank N,Abuja,Master's Degree,Private Sector Employee,No,,
3062,38,75000.0,14.0,2.0,6.0,2.0,6.0,42.0,38.0,79.0,23.0,21.0,7.0,2,36-40,"N50,000 - N100,000",Bank D,Male,Bank C,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3063,38,75000.0,9.0,2.0,6.0,2.0,6.0,8.0,19.0,23.0,1.0,-14.0,0.0,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank C,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3068,50.5,75000.0,10.0,0.5,6.0,0.5,0.0,40.0,20.0,60.0,20.0,20.0,10.0,2,41-60,"N50,000 - N100,000",Bank K,Female,Bank K,Abuja,Secondary school leaving certificate,Self Employed,No,,
3069,50.5,75000.0,20.0,0.5,6.0,0.5,0.0,40.0,20.0,60.0,20.0,20.0,10.0,2,41-60,"N50,000 - N100,000",Bank A,Female,Bank K,Abuja,Secondary school leaving certificate,Self Employed,No,,
3072,33,75000.0,8.0,2.0,6.0,2.0,0.0,40.0,27.0,37.0,10.0,18.0,8.0,0,31-35,"N50,000 - N100,000",Bank J,Male,Bank J,Abuja,OND/HND,Private Sector Employee,No,,
3073,33,75000.0,15.0,2.0,6.0,2.0,2.0,58.0,-10.0,72.0,0.0,-7.0,0.0,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank P,Abuja,OND/HND,Private Sector Employee,No,,
3074,33,75000.0,10.0,2.0,6.0,2.0,2.0,-19.0,0.0,24.0,0.0,-14.0,-7.0,0,31-35,"N50,000 - N100,000",Bank P,Female,Bank P,Abuja,OND/HND,Private Sector Employee,No,,
3075,33,175000.0,9.0,2.0,6.0,6.0,6.0,54.0,19.0,20.0,8.0,26.0,18.0,0,31-35,"N101,000 - N250,000",Bank J,Male,Bank J,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3076,33,175000.0,17.0,2.0,6.0,6.0,6.0,46.0,28.0,88.0,0.0,0.0,0.0,2,31-35,"N101,000 - N250,000",Bank M,Male,Bank J,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3077,25.5,25000.0,6.0,2.0,6.0,2.0,0.5,28.0,-8.0,70.0,-19.0,16.0,0.0,0,21-30,"Below N50,000",Bank N,Male,Bank N,Abuja,OND/HND,Private Sector Employee,No,,
3078,19,25000.0,3.0,2.0,2.0,2.0,0.0,8.0,10.0,50.0,0.0,14.0,0.0,0,18-20,"Below N50,000",Bank G,Male,Bank G,Abuja,Secondary school leaving certificate,Student,Yes,Bank G,Bank B
3079,19,25000.0,2.0,2.0,2.0,2.0,2.0,16.0,7.0,22.0,7.0,0.0,0.0,0,18-20,"Below N50,000",Bank J,Female,Bank J,Abuja,Secondary school leaving certificate,Student,Yes,Bank J,Bank L
3080,25.5,25000.0,5.0,2.0,6.0,6.0,0.0,-9.0,9.0,90.0,18.0,8.0,8.0,0,21-30,"Below N50,000",Bank C,Female,Bank C,Abuja,OND/HND,Private Sector Employee,No,,
3131,65,375000.0,15.0,6.0,0.5,0.5,0.5,40.0,40.0,60.0,40.0,20.0,4.0,2,Above 60,"N251,000 - N500,000",Bank A,Male,Bank A,Abuja,Master's Degree,Civil/Public Servant,No,,
3132,25.5,25000.0,4.0,6.0,6.0,6.0,6.0,40.0,20.0,120.0,36.0,36.0,9.0,3,21-30,"Below N50,000",Bank D,Female,Bank D,Abuja,Bachelor's Decree,Student,No,,
3136,33,175000.0,10.0,6.0,6.0,30.0,30.0,0.0,20.0,54.0,20.0,20.0,10.0,1,31-35,"N101,000 - N250,000",Bank D,Female,Bank C,Abuja,Master's Degree,Private Sector Employee,No,,
3137,33,175000.0,5.0,6.0,6.0,30.0,30.0,40.0,20.0,108.0,20.0,20.0,10.0,1,31-35,"N101,000 - N250,000",Bank C,Female,Bank C,Abuja,Master's Degree,Private Sector Employee,No,,
3167,25.5,25000.0,5.0,2.0,2.0,0.0,0.0,40.0,20.0,30.0,20.0,0.0,0.0,0,21-30,"Below N50,000",Bank A,Male,Bank B,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3168,33,75000.0,10.0,6.0,6.0,6.0,0.0,50.0,30.0,60.0,30.0,10.0,10.0,3,31-35,"N50,000 - N100,000",Bank B,Female,Bank B,Abuja,OND/HND,Self Employed,No,,
3169,33,75000.0,10.0,2.0,6.0,0.0,0.0,50.0,20.0,20.0,20.0,20.0,10.0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,OND/HND,Civil/Public Servant,No,,
3171,33,75000.0,9.0,6.0,6.0,6.0,0.0,40.0,20.0,60.0,30.0,20.0,10.0,3,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Abuja,OND/HND,Self Employed,No,,
3172,50.5,75000.0,16.0,6.0,6.0,0.0,0.0,40.0,20.0,50.0,30.0,20.0,10.0,2,41-60,"N50,000 - N100,000",Bank I,Male,Bank I,Abuja,OND/HND,Civil/Public Servant,No,,
3173,50.5,75000.0,7.0,6.0,6.0,0.0,0.0,40.0,20.0,30.0,20.0,10.0,10.0,2,41-60,"N50,000 - N100,000",Bank N,Male,Bank I,Abuja,OND/HND,Civil/Public Servant,No,,
3181,25.5,25000.0,6.0,2.0,2.0,0.5,0.0,50.0,20.0,30.0,20.0,10.0,10.0,0,21-30,"Below N50,000",Bank J,Male,Bank J,Abuja,OND/HND,Private Sector Employee,No,,
3182,33,75000.0,8.0,6.0,2.0,6.0,0.0,39.0,20.0,60.0,30.0,20.0,10.0,3,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3213,38,75000.0,14.0,6.0,6.0,6.0,0.0,37.0,20.0,18.0,30.0,20.0,10.0,2,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,Bachelor's Decree,Self Employed,No,,
3231,33,25000.0,5.0,6.0,2.0,0.5,0.0,37.0,20.0,60.0,30.0,19.0,10.0,3,31-35,"Below N50,000",Bank M,Female,Bank A,Abuja,OND/HND,Self Employed,No,,
3233,38,175000.0,16.0,2.0,6.0,0.0,0.0,37.0,20.0,40.0,30.0,19.0,10.0,2,36-40,"N101,000 - N250,000",Bank I,Female,Bank I,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3237,33,75000.0,11.0,2.0,6.0,2.0,0.0,26.0,20.0,30.0,20.0,10.0,10.0,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank L,Abuja,Bachelor's Decree,Private Sector Employee,Yes,Bank L,Bank B
3245,50.5,75000.0,15.0,2.0,6.0,0.5,0.0,37.0,20.0,50.0,20.0,19.0,10.0,2,41-60,"N50,000 - N100,000",Bank I,Male,Bank I,Abuja,OND/HND,Civil/Public Servant,No,,
3272,25.5,25000.0,9.0,0.5,2.0,0.0,0.0,38.0,19.0,40.0,30.0,10.0,10.0,0,21-30,"Below N50,000",Bank F,Female,Bank F,Abuja,Bachelor's Decree,Unemployed,No,,
3273,25.5,25000.0,5.0,0.5,2.0,0.0,0.0,37.0,19.0,30.0,20.0,10.0,10.0,0,21-30,"Below N50,000",Bank D,Female,Bank D,Abuja,OND/HND,Student,No,,
3284,38,75000.0,5.0,2.0,6.0,0.0,0.0,20.0,20.0,50.0,40.0,40.0,10.0,3,36-40,"N50,000 - N100,000",Bank J,Male,Bank J,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3285,38,75000.0,15.0,2.0,6.0,0.0,0.0,39.0,30.0,50.0,30.0,20.0,10.0,2,36-40,"N50,000 - N100,000",Bank I,Male,Bank J,Abuja,Bachelor's Decree,Civil/Public Servant,No,,
3286,33,75000.0,14.0,2.0,6.0,0.5,0.0,20.0,18.0,28.0,50.0,40.0,10.0,2,31-35,"N50,000 - N100,000",Bank B,Female,Bank B,Abuja,Bachelor's Decree,Self Employed,No,,
3287,25.5,75000.0,12.0,6.0,6.0,0.5,0.0,30.0,20.0,31.0,50.0,20.0,10.0,3,21-30,"N50,000 - N100,000",Bank A,Female,Bank A,Abuja,Bachelor's Decree,Self Employed,No,,
3290,25.5,25000.0,8.0,2.0,6.0,0.0,0.0,20.0,-10.0,10.0,10.0,-20.0,-10.0,0,21-30,"Below N50,000",Bank F,Male,Bank F,Abuja,Bachelor's Decree,Unemployed,Yes,Bank F,Bank N
3293,25.5,25000.0,9.0,6.0,2.0,2.0,0.0,37.0,18.0,37.0,30.0,10.0,10.0,0,21-30,"Below N50,000",Bank C,Female,Bank C,Abuja,Secondary school leaving certificate,Self Employed,No,,
3294,25.5,25000.0,12.0,0.5,2.0,0.0,0.0,28.0,19.0,18.0,40.0,10.0,10.0,0,21-30,"Below N50,000",Bank B,Male,Bank B,Abuja,Bachelor's Decree,Unemployed,No,,
3295,25.5,75000.0,8.0,0.5,2.0,0.0,0.0,37.0,18.0,58.0,30.0,10.0,10.0,0,21-30,"N50,000 - N100,000",Bank F,Female,Bank F,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3297,33,75000.0,6.0,6.0,2.0,2.0,0.0,37.0,20.0,60.0,30.0,20.0,10.0,3,31-35,"N50,000 - N100,000",Bank D,Female,Bank A,Abuja,Bachelor's Decree,Self Employed,No,,
3298,33,75000.0,11.0,6.0,2.0,2.0,0.0,37.0,20.0,9.0,20.0,20.0,10.0,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Abuja,Bachelor's Decree,Self Employed,No,,
3299,25.5,75000.0,5.0,2.0,6.0,0.0,0.0,37.0,20.0,57.0,20.0,0.0,10.0,0,21-30,"N50,000 - N100,000",Bank H,Female,Bank A,Abuja,OND/HND,Civil/Public Servant,No,,
3300,25.5,75000.0,7.0,2.0,6.0,0.0,0.0,27.0,10.0,9.0,0.0,-20.0,-20.0,0,21-30,"N50,000 - N100,000",Bank A,Female,Bank A,Abuja,OND/HND,Civil/Public Servant,No,,
3301,25.5,75000.0,4.0,2.0,6.0,0.0,0.0,37.0,20.0,38.0,20.0,20.0,10.0,0,21-30,"N50,000 - N100,000",Bank N,Female,Bank A,Abuja,OND/HND,Civil/Public Servant,No,,
3302,50.5,75000.0,16.0,6.0,2.0,2.0,0.0,37.0,18.0,48.0,20.0,20.0,10.0,2,41-60,"N50,000 - N100,000",Bank I,Male,Bank I,Abuja,OND/HND,Self Employed,No,,
3303,50.5,75000.0,6.0,6.0,2.0,2.0,0.0,37.0,18.0,48.0,20.0,20.0,10.0,2,41-60,"N50,000 - N100,000",Bank O,Male,Bank I,Abuja,OND/HND,Self Employed,No,,
3304,25.5,25000.0,7.0,0.5,2.0,0.0,0.0,29.0,20.0,40.0,30.0,10.0,10.0,0,21-30,"Below N50,000",Bank H,Male,Bank H,Abuja,OND/HND,Student,No,,
3305,33,75000.0,11.0,0.5,2.0,6.0,0.0,29.0,18.0,48.0,30.0,19.0,10.0,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3306,33,75000.0,8.0,0.5,6.0,2.0,0.0,37.0,19.0,29.0,30.0,20.0,10.0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3307,25.5,25000.0,5.0,2.0,2.0,0.0,0.0,38.0,10.0,40.0,30.0,10.0,10.0,0,21-30,"Below N50,000",Bank E,Female,Bank E,Abuja,OND/HND,Student,No,,
3308,25.5,25000.0,7.0,0.5,6.0,2.0,0.0,37.0,19.0,30.0,40.0,10.0,10.0,0,21-30,"Below N50,000",Bank Q,Male,Bank Q,Abuja,OND/HND,Civil/Public Servant,No,,
3310,33,75000.0,13.0,2.0,6.0,0.0,0.0,27.0,18.0,30.0,40.0,20.0,20.0,2,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,Bachelor's Decree,Private Sector Employee,No,,
3311,38,75000.0,15.0,6.0,2.0,0.5,0.0,37.0,19.0,-20.0,20.0,10.0,10.0,2,36-40,"N50,000 - N100,000",Bank A,Female,Bank A,Abuja,Bachelor's Decree,Self Employed,No,,
3312,38,75000.0,6.0,6.0,2.0,0.5,0.0,28.0,19.0,50.0,20.0,19.0,10.0,0,36-40,"N50,000 - N100,000",Bank M,Female,Bank A,Abuja,Bachelor's Decree,Self Employed,No,,
3314,25.5,25000.0,5.0,0.5,2.0,0.0,0.0,36.0,19.0,50.0,40.0,10.0,10.0,0,21-30,"Below N50,000",Bank Q,Female,Bank Q,Abuja,OND/HND,Student,No,,
3315,25.5,25000.0,6.0,0.5,2.0,0.0,0.0,28.0,18.0,20.0,30.0,19.0,10.0,0,21-30,"Below N50,000",Bank D,Male,Bank D,Abuja,OND/HND,Student,No,,
3317,25.5,25000.0,2.0,2.0,2.0,0.5,0.0,9.0,9.0,39.0,20.0,10.0,10.0,0,21-30,"Below N50,000",Bank M,Male,Bank M,Abuja,Secondary school leaving certificate,Student,No,,
3318,25.5,25000.0,6.0,0.5,2.0,0.0,0.0,0.0,0.0,-19.0,20.0,-10.0,-10.0,0,21-30,"Below N50,000",Bank L,Male,Bank L,Abuja,OND/HND,Unemployed,Yes,Bank L,Bank N
3319,25.5,25000.0,7.0,0.5,2.0,0.0,0.0,36.0,28.0,30.0,40.0,19.0,10.0,3,21-30,"Below N50,000",Bank F,Female,Bank F,Abuja,Bachelor's Decree,Others,No,,
3320,33,25000.0,9.0,2.0,2.0,0.0,0.0,38.0,19.0,29.0,40.0,10.0,10.0,0,31-35,"Below N50,000",Bank D,Female,Bank D,Abuja,Bachelor's Decree,Unemployed,No,,
3321,25.5,25000.0,8.0,0.5,2.0,0.0,0.0,29.0,20.0,48.0,20.0,19.0,10.0,0,21-30,"Below N50,000",Bank H,Female,Bank H,Abuja,OND/HND,Student,No,,
3322,25.5,25000.0,6.0,0.5,2.0,0.0,0.0,38.0,20.0,29.0,30.0,10.0,10.0,0,21-30,"Below N50,000",Bank B,Male,Bank B,Abuja,OND/HND,Student,No,,
3324,33,75000.0,5.0,6.0,2.0,0.5,0.0,37.0,19.0,38.0,20.0,19.0,10.0,0,31-35,"N50,000 - N100,000",Bank H,Male,Bank B,Abuja,OND/HND,Self Employed,No,,
3325,33,75000.0,12.0,6.0,2.0,0.5,0.0,37.0,19.0,28.0,30.0,19.0,10.0,2,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,OND/HND,Self Employed,No,,
3327,25.5,25000.0,8.0,2.0,6.0,2.0,0.0,49.0,20.0,80.0,40.0,20.0,10.0,3,21-30,"Below N50,000",Bank C,Male,Bank C,Abuja,OND/HND,Private Sector Employee,No,,
3328,38,25000.0,6.0,6.0,2.0,0.5,0.0,38.0,19.0,40.0,40.0,19.0,10.0,3,36-40,"Below N50,000",Bank D,Female,Bank B,Abuja,Bachelor's Decree,Self Employed,No,,
3329,38,25000.0,13.0,6.0,2.0,0.5,0.0,38.0,19.0,39.0,40.0,19.0,10.0,2,36-40,"Below N50,000",Bank B,Female,Bank B,Abuja,Bachelor's Decree,Self Employed,No,,
3335,33,75000.0,6.0,2.0,2.0,0.0,0.0,36.0,0.0,18.0,10.0,0.0,0.0,0,31-35,"N50,000 - N100,000",Bank J,Male,Bank J,Abuja,OND/HND,Civil/Public Servant,Yes,Bank J,Bank C
3336,33,75000.0,12.0,2.0,2.0,0.0,0.0,36.0,18.0,54.0,20.0,19.0,10.0,0,31-35,"N50,000 - N100,000",Bank I,Male,Bank J,Abuja,OND/HND,Civil/Public Servant,Yes,Bank J,Bank C
3337,25.5,25000.0,9.0,2.0,2.0,0.5,0.0,37.0,18.0,58.0,40.0,19.0,10.0,3,21-30,"Below N50,000",Bank F,Female,Bank F,Abuja,OND/HND,Student,No,,
3338,38,75000.0,2.0,2.0,6.0,0.5,0.0,36.0,19.0,18.0,20.0,19.0,10.0,0,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,OND/HND,Civil/Public Servant,No,,
3339,38,75000.0,7.0,2.0,6.0,0.5,0.0,36.0,19.0,27.0,20.0,19.0,10.0,0,36-40,"N50,000 - N100,000",Bank N,Male,Bank B,Abuja,OND/HND,Civil/Public Servant,No,,
3344,25.5,25000.0,7.0,0.5,2.0,0.0,0.0,36.0,19.0,46.0,40.0,10.0,10.0,0,21-30,"Below N50,000",Bank H,Male,Bank H,Abuja,OND/HND,Student,No,,
3346,33,25000.0,9.0,0.5,2.0,0.0,0.0,0.0,-48.0,-94.0,-20.0,-54.0,-20.0,0,31-35,"Below N50,000",Bank L,Male,Bank N,Abuja,Bachelor's Decree,Unemployed,No,,
3347,33,25000.0,3.0,0.5,2.0,0.0,0.0,36.0,19.0,18.0,20.0,18.0,10.0,0,31-35,"Below N50,000",Bank B,Male,Bank N,Abuja,Bachelor's Decree,Unemployed,No,,
3348,33,25000.0,3.0,0.5,2.0,0.0,0.0,36.0,19.0,30.0,20.0,10.0,10.0,0,31-35,"Below N50,000",Bank N,Male,Bank N,Abuja,Bachelor's Decree,Unemployed,No,,
3356,50.5,75000.0,11.0,2.0,6.0,0.0,0.0,34.0,50.0,68.0,50.0,-22.0,-8.0,2,41-60,"N50,000 - N100,000",Bank D,Male,Bank A,Abuja,Secondary school leaving certificate,Others,No,,
3364,25.5,75000.0,10.0,0.5,2.0,2.0,0.5,20.0,0.0,-20.0,18.0,20.0,10.0,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank B,Abuja,Bachelor's Decree,Others,No,,
3384,38,75000.0,10.0,2.0,6.0,0.5,0.0,35.0,20.0,64.0,50.0,36.0,16.0,3,36-40,"N50,000 - N100,000",Bank D,Male,Bank B,Abuja,Master's Degree,Self Employed,No,,
3385,38,75000.0,10.0,2.0,6.0,0.5,0.0,70.0,40.0,64.0,30.0,26.0,8.0,3,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Abuja,Master's Degree,Self Employed,No,,
3391,33,75000.0,2.0,0.5,6.0,0.0,0.0,20.0,-16.0,37.0,-30.0,-30.0,0.0,0,31-35,"N50,000 - N100,000",Bank B,Male,,Abuja,Secondary school leaving certificate,Self Employed,No,,
3408,50.5,75000.0,10.0,0.5,2.0,0.0,0.0,48.0,16.0,30.0,24.0,16.0,8.0,2,41-60,"N50,000 - N100,000",Bank H,Male,Bank A,Abuja,OND/HND,Civil/Public Servant,Yes,Bank A,
3409,50.5,75000.0,10.0,0.5,2.0,0.0,0.0,-48.0,-16.0,-24.0,8.0,9.0,8.0,0,41-60,"N50,000 - N100,000",Bank A,Male,Bank A,Abuja,OND/HND,Civil/Public Servant,Yes,Bank A,
3418,38,75000.0,11.0,0.5,2.0,0.0,0.0,-7.0,16.0,24.0,32.0,-8.0,6.0,0,36-40,"N50,000 - N100,000",Bank L,Male,Bank L,Abuja,Secondary school leaving certificate,Civil/Public Servant,No,,
3419,38,75000.0,1.0,0.5,2.0,0.0,0.0,8.0,16.0,32.0,32.0,-8.0,6.0,0,36-40,"N50,000 - N100,000",Bank B,Male,Bank L,Abuja,Secondary school leaving certificate,Civil/Public Servant,No,,
3420,38,75000.0,11.0,0.5,2.0,0.0,0.0,23.0,16.0,32.0,32.0,-8.0,6.0,0,36-40,"N50,000 - N100,000",Bank A,Male,Bank L,Abuja,Secondary school leaving certificate,Civil/Public Servant,No,,
3426,25.5,75000.0,6.0,0.5,6.0,0.0,0.0,29.0,16.0,-8.0,8.0,15.0,7.0,0,21-30,"N50,000 - N100,000",Bank L,Male,Bank L,Abuja,OND/HND,Self Employed,No,,
3429,38,375000.0,2.0,2.0,6.0,0.5,0.0,-35.0,-40.0,70.0,34.0,-30.0,0.0,0,36-40,"N251,000 - N500,000",Bank N,Male,,Abuja,Bachelor's Decree,Others,No,,
3444,25.5,25000.0,2.0,6.0,0.5,0.0,0.0,40.0,17.0,43.0,40.0,-10.0,0.0,0,21-30,"Below N50,000",Bank D,Female,,Abuja,Secondary school leaving certificate,Private Sector Employee,No,,
3454,38,75000.0,8.0,0.5,30.0,0.0,0.0,40.0,17.0,39.0,38.0,-10.0,-6.0,0,36-40,"N50,000 - N100,000",Bank B,Female,,Abuja,OND/HND,Others,No,,
3455,38,75000.0,6.0,0.5,30.0,0.0,0.0,64.0,34.0,31.0,38.0,16.0,6.0,3,36-40,"N50,000 - N100,000",Bank C,Female,,Abuja,OND/HND,Others,No,,
3457,25.5,25000.0,3.0,0.5,6.0,0.0,0.0,-60.0,-20.0,69.0,20.0,16.0,7.0,0,21-30,"Below N50,000",Bank N,Male,,Abuja,Bachelor's Decree,Student,No,,
3461,25.5,25000.0,3.0,0.5,0.5,0.0,0.0,7.0,18.0,38.0,0.0,-10.0,0.0,0,21-30,"Below N50,000",Bank B,Male,,Abuja,Secondary school leaving certificate,Self Employed,No,,
3465,33,25000.0,1.0,0.5,2.0,0.0,0.0,40.0,18.0,24.0,34.0,16.0,6.0,0,31-35,"Below N50,000",Bank B,Male,,Abuja,Secondary school leaving certificate,Self Employed,No,,
3469,25.5,75000.0,6.0,2.0,6.0,0.0,0.0,-22.0,0.0,16.0,9.0,17.0,7.0,0,21-30,"N50,000 - N100,000",Bank L,Female,,Abuja,OND/HND,Self Employed,Yes,Bank L,Bank D
3470,25.5,75000.0,6.0,2.0,6.0,0.0,0.0,32.0,24.0,48.0,9.0,-1.0,0.0,0,21-30,"N50,000 - N100,000",Bank B,Female,,Abuja,OND/HND,Self Employed,Yes,Bank L,Bank D
3500,25.5,25000.0,4.0,0.5,6.0,0.5,2.0,20.0,20.0,55.0,10.0,-20.0,0.0,0,21-30,"Below N50,000",Bank D,Male,Bank D,Abuja,Bachelor's Decree,Student,Yes,Bank H,Bank C
3501,25.5,25000.0,6.0,0.5,6.0,0.5,2.0,-20.0,-20.0,-25.0,10.0,-20.0,0.0,0,21-30,"Below N50,000",Bank L,Male,Bank D,Abuja,Bachelor's Decree,Student,Yes,Bank H,Bank C
3502,25.5,25000.0,9.0,0.5,6.0,0.5,2.0,20.0,30.0,35.0,10.0,-20.0,0.0,0,21-30,"Below N50,000",Bank G,Male,Bank D,Abuja,Bachelor's Decree,Student,Yes,Bank H,Bank C
3503,25.5,25000.0,5.0,0.5,6.0,0.5,2.0,-20.0,-20.0,-17.0,10.0,-20.0,0.0,0,21-30,"Below N50,000",Bank A,Male,Bank D,Abuja,Bachelor's Decree,Student,Yes,Bank H,Bank C
3507,19,75000.0,1.0,6.0,30.0,0.5,2.0,32.0,6.0,-12.0,35.0,10.0,-2.0,0,18-20,"N50,000 - N100,000",Bank F,Male,Bank F,Abuja,Bachelor's Decree,Student,Yes,Bank F,Bank B
3508,19,75000.0,1.0,6.0,30.0,0.5,2.0,0.0,6.0,-28.0,4.0,-18.0,0.0,0,18-20,"N50,000 - N100,000",Bank B,Male,Bank F,Abuja,Bachelor's Decree,Student,Yes,Bank F,Bank B
3509,19,75000.0,1.0,6.0,30.0,0.5,2.0,26.0,0.0,-31.0,18.0,-9.0,2.0,0,18-20,"N50,000 - N100,000",Bank A,Male,Bank F,Abuja,Bachelor's Decree,Student,Yes,Bank F,Bank B
3510,19,75000.0,1.0,6.0,30.0,0.5,2.0,20.0,0.0,-27.0,5.0,5.0,2.0,0,18-20,"N50,000 - N100,000",Bank N,Male,Bank F,Abuja,Bachelor's Decree,Student,Yes,Bank F,Bank B
3527,25.5,25000.0,4.0,2.0,2.0,0.0,0.0,47.0,60.0,35.0,60.0,60.0,30.0,3,21-30,"Below N50,000",Bank K,Female,,Abuja,No Response,Student,No,,
3530,19,25000.0,2.0,2.0,30.0,0.0,0.0,19.0,24.0,32.0,10.0,10.0,5.0,0,18-20,"Below N50,000",Bank B,Female,Bank B,Abuja,Secondary school leaving certificate,Student,Yes,Bank B,Bank C
